Stadt;Fläche km2;Einwohner;PLZ;Längengrad;Breitengrad;Bundesland
Wobbenbüll;1.69;469;25856;8,992516;54,530418;Schleswig-Holstein
Ahrenshöft;8.79;523;25853;9,068097;54,559394;Schleswig-Holstein
Almdorf;5.7;529;25821;9,015622;54,581075;Schleswig-Holstein
Bargum;17.29;645;25842;8,947267;54,704209;Schleswig-Holstein
Bohmstedt;13.35;755;25853;9,043841;54,581229;Schleswig-Holstein
Bordelum;34.71;2001;25852;8,924922;54,635913;Schleswig-Holstein
Bredstedt;9.75;5624;25821;8,960958;54,620073;Schleswig-Holstein
Breklum;10.07;2295;25821;8,982127;54,605121;Schleswig-Holstein
Drelsdorf;17.7;1266;25853;9,041284;54,60599;Schleswig-Holstein
Goldebek;10.18;371;25862;9,145818;54,678836;Schleswig-Holstein
Goldelund;12.02;410;25862;9,107425;54,678411;Schleswig-Holstein
Högel;16.28;452;25858;9,056667;54,643538;Schleswig-Holstein
Joldelund;19.12;763;25862;9,139662;54,652937;Schleswig-Holstein
Kolkerheide;2.1;73;25862;9,130775;54,620407;Schleswig-Holstein
Langenhorn;47.4;3352;25842;8,933726;54,681709;Schleswig-Holstein
Lütjenholm;10.71;347;25842;9,021561;54,684136;Schleswig-Holstein
Ockholm;18.64;294;25842;8,827553;54,665128;Schleswig-Holstein
Sönnebüll;4.29;280;25821;8,995888;54,63119;Schleswig-Holstein
Struckum;8.92;1018;25821;8,994073;54,588682;Schleswig-Holstein
Vollstedt;6.18;177;25821;9,032722;54,623717;Schleswig-Holstein
Ahrensbök;95.37;8333;23623;10,573059;54,011094;Schleswig-Holstein
Bad Schwartau;18.39;20264;23611;10,695909;53,920431;Schleswig-Holstein
Bosau;64.25;3409;23715;10,429901;54,104439;Schleswig-Holstein
Dahme;9.11;1183;23747;11,08163;54,223661;Schleswig-Holstein
Eutin;41.39;16948;23701;10,614962;54,138933;Schleswig-Holstein
Grömitz;51.09;7205;23743;10,961101;54,149249;Schleswig-Holstein
Grube;20.21;1048;23749;11,03599;54,23209;Schleswig-Holstein
Heiligenhafen;18.32;9283;23774;10,974623;54,373048;Schleswig-Holstein
Kellenhusen (Ostsee);8.17;1197;23746;11,060024;54,190749;Schleswig-Holstein
Malente;69.07;10851;23714;10,554871;54,171225;Schleswig-Holstein
Neustadt in Holstein;19.73;15288;23730;10,816351;54,10563;Schleswig-Holstein
Oldenburg in Holstein;39.69;9881;23758;10,88815;54,293241;Schleswig-Holstein
Ratekau;59.62;15166;23626;10,735075;53,947822;Schleswig-Holstein
Stockelsdorf;56.7;17079;23617;10,649799;53,889315;Schleswig-Holstein
Süsel;75.29;5080;23701;10,717998;54,076679;Schleswig-Holstein
Timmendorfer Strand;20.13;8595;23669;10,770247;53,99638;Schleswig-Holstein
Scharbeutz;52.54;11580;23683;10,750232;54,022793;Schleswig-Holstein
Fehmarn;185.5;12971;23769;11,197614;54,4387;Schleswig-Holstein
Göhl;21.24;1118;23758;10,941851;54,284726;Schleswig-Holstein
Gremersdorf;45.76;1530;23758;10,927673;54,332831;Schleswig-Holstein
Großenbrode;20.99;2204;23775;11,08427;54,369696;Schleswig-Holstein
Heringsdorf;29.55;1135;23777;11,003697;54,300432;Schleswig-Holstein
Neukirchen;28.6;1185;23779;11,015153;54,323811;Schleswig-Holstein
Wangels;67.12;2224;23758;10,763598;54,271569;Schleswig-Holstein
Beschendorf;8.54;542;23738;10,873043;54,182743;Schleswig-Holstein
Damlos;9.24;620;23738;10,907708;54,243016;Schleswig-Holstein
Harmsdorf;17.82;624;23738;10,828509;54,243787;Schleswig-Holstein
Kabelhorst;5.79;415;23738;10,921118;54,215844;Schleswig-Holstein
Lensahn;27.7;5012;23738;10,883304;54,217545;Schleswig-Holstein
Manhagen;9.63;371;23738;10,913686;54,194999;Schleswig-Holstein
Riepsdorf;25.81;912;23738;10,969732;54,22536;Schleswig-Holstein
Altenkrempe;36.64;1134;23730;10,825665;54,13298;Schleswig-Holstein
Kasseedorf;33.92;1457;23717;10,72002;54,164947;Schleswig-Holstein
Schashagen;41.46;2038;23730;10,883528;54,134271;Schleswig-Holstein
Schönwalde am Bungsberg;39.12;2558;23744;10,753453;54,187361;Schleswig-Holstein
Sierksdorf;19.5;1574;23730;10,768366;54,066261;Schleswig-Holstein
Barmstedt;17.17;10542;25355;9,768595;53,790385;Schleswig-Holstein
Bönningstedt;12.05;4553;25474;9,906267;53,662295;Schleswig-Holstein
Elmshorn;21.36;50141;25335;9,655259;53,754958;Schleswig-Holstein
Halstenbek;12.58;17961;25469;9,837557;53,633617;Schleswig-Holstein
Hasloh;11.07;3775;25474;9,91173;53,694023;Schleswig-Holstein
Helgoland;4.21;1284;27498;7,887147;54,181561;Schleswig-Holstein
Pinneberg;21.54;43603;25421;9,793233;53,660754;Schleswig-Holstein
Quickborn;43.16;22015;25451;9,898034;53,728836;Schleswig-Holstein
Rellingen;13.18;14437;25462;9,829654;53,652131;Schleswig-Holstein
Schenefeld;9.99;19402;22869;9,822462;53,600982;Schleswig-Holstein
Tornesch;20.61;14118;25436;9,711965;53,697658;Schleswig-Holstein
Uetersen;11.43;18476;25436;9,662396;53,684196;Schleswig-Holstein
Wedel;33.81;34151;22880;9,705419;53,577353;Schleswig-Holstein
Klein Nordende;10.79;3421;25336;9,655072;53,725317;Schleswig-Holstein
Klein Offenseth-Sparrieshoop;16.92;3122;25365;9,690397;53,804948;Schleswig-Holstein
Kölln-Reisiek;6.77;3423;25337;9,697647;53,757477;Schleswig-Holstein
Seester;11.57;1016;25370;9,598071;53,717709;Schleswig-Holstein
Raa-Besenbek;12.99;525;25335;9,597611;53,747963;Schleswig-Holstein
Seestermühe;23.36;899;25371;9,56628;53,704049;Schleswig-Holstein
Seeth-Ekholt;6.89;906;25337;9,732775;53,742874;Schleswig-Holstein
Bokel;16.02;595;25364;9,733886;53,864194;Schleswig-Holstein
Brande-Hörnerkirchen;13.14;1664;25364;9,705145;53,855084;Schleswig-Holstein
Osterhorn;6.38;413;25364;9,698588;53,868679;Schleswig-Holstein
Westerhorn;9.37;1324;25364;9,681996;53,857844;Schleswig-Holstein
Bevern;8.04;592;25355;9,771042;53,755719;Schleswig-Holstein
Bilsen;6.2;831;25485;9,87625;53,769901;Schleswig-Holstein
Bokholt-Hanredder;8.56;1327;25335;9,735213;53,787955;Schleswig-Holstein
Bullenkuhlen;3.93;387;25355;9,751552;53,768586;Schleswig-Holstein
Ellerhoop;10.79;1539;25373;9,770845;53,727623;Schleswig-Holstein
Groß Offenseth-Aspern;10.56;462;25355;9,73009;53,817783;Schleswig-Holstein
Heede;15.48;786;25355;9,802298;53,783499;Schleswig-Holstein
Hemdingen;16.41;1680;25485;9,836865;53,762926;Schleswig-Holstein
Langeln;10.28;591;25485;9,85372;53,795088;Schleswig-Holstein
Lutzhorn;21.72;785;25355;9,776787;53,825517;Schleswig-Holstein
Borstel-Hohenraden;14.88;2458;25494;9,824303;53,697872;Schleswig-Holstein
Ellerbek;9.11;4289;25474;9,869621;53,657209;Schleswig-Holstein
Kummerfeld;6.5;2377;25495;9,791036;53,691612;Schleswig-Holstein
Prisdorf;5.23;2275;25497;9,761607;53,678151;Schleswig-Holstein
Tangstedt;12.52;2293;25499;9,849699;53,679247;Schleswig-Holstein
Appen;20.3;4861;25482;9,742691;53,659806;Schleswig-Holstein
Groß Nordende;5.64;799;25436;9,649515;53,70207;Schleswig-Holstein
Haselau;18.89;1091;25489;9,623636;53,660647;Schleswig-Holstein
Haseldorf;18.08;1829;25489;9,598383;53,635207;Schleswig-Holstein
Heidgraben;5.38;2717;25436;9,680783;53,708543;Schleswig-Holstein
Heist;9.96;2852;25492;9,656576;53,654819;Schleswig-Holstein
Hetlingen;24.1;1416;25491;9,63544;53,607678;Schleswig-Holstein
Holm;16.05;3327;25488;9,671854;53,622062;Schleswig-Holstein
Moorrege;10.76;4499;25436;9,659074;53,668054;Schleswig-Holstein
Neuendeich;8.54;497;25436;9,600258;53,676281;Schleswig-Holstein
Ascheberg (Holstein);20.94;2929;24326;10,341108;54,151075;Schleswig-Holstein
Bönebüttel;20.4;2037;24620;10,0593;54,079505;Schleswig-Holstein
Bösdorf;21.09;1342;24306;10,490762;54,14153;Schleswig-Holstein
Plön;36.76;8943;24306;10,416369;54,158288;Schleswig-Holstein
Preetz;14.4;16005;24211;10,280512;54,231866;Schleswig-Holstein
Schwentinental;17.81;13873;24223;10,238223;54,282411;Schleswig-Holstein
Behrensdorf (Ostsee);20.91;627;24321;10,603736;54,346515;Schleswig-Holstein
Blekendorf;38.35;1666;24327;10,650894;54,276459;Schleswig-Holstein
Dannau;9.12;597;24329;10,541132;54,240905;Schleswig-Holstein
Giekau;32.81;1010;24321;10,506159;54,317441;Schleswig-Holstein
Helmstorf;12.73;302;24321;10,593478;54,286644;Schleswig-Holstein
Högsdorf;10.93;409;24327;10,615055;54,251994;Schleswig-Holstein
Hohenfelde;10.54;1019;24257;10,496402;54,370898;Schleswig-Holstein
Hohwacht (Ostsee);8.75;854;24321;10,67371;54,320922;Schleswig-Holstein
Kirchnüchel;10.09;186;23714;10,680134;54,20411;Schleswig-Holstein
Klamp;9.72;636;24321;10,534124;54,296417;Schleswig-Holstein
Kletkamp;11.52;92;24327;10,638094;54,249088;Schleswig-Holstein
Lütjenburg;6.15;5265;24321;10,592237;54,294852;Schleswig-Holstein
Panker;22.8;1379;24321;10,573095;54,33034;Schleswig-Holstein
Schwartbuck;13.15;778;24257;10,478063;54,358264;Schleswig-Holstein
Tröndel;7.58;366;24321;10,525459;54,335207;Schleswig-Holstein
Dersau;7.5;917;24326;10,33594;54,118055;Schleswig-Holstein
Dörnick;4.3;255;24326;10,360375;54,163392;Schleswig-Holstein
Grebin;24.14;1001;24329;10,494272;54,195932;Schleswig-Holstein
Kalübbe;11.8;586;24326;10,283107;54,118146;Schleswig-Holstein
Lebrade;18.59;605;24306;10,422164;54,216652;Schleswig-Holstein
Nehmten;22.03;305;24326;10,393262;54,094848;Schleswig-Holstein
Rantzau;16.91;342;24329;10,507361;54,253869;Schleswig-Holstein
Rathjensdorf;11.79;469;24306;10,427748;54,185702;Schleswig-Holstein
Wittmoldt;5.71;166;24306;10,349133;54,174882;Schleswig-Holstein
Barmissen;5.15;159;24245;10,175384;54,204995;Schleswig-Holstein
Boksee;5.52;467;24220;10,127708;54,242982;Schleswig-Holstein
Bothkamp;13.88;270;24250;10,134422;54,203356;Schleswig-Holstein
Großbarkau;2.93;252;24245;10,169008;54,225363;Schleswig-Holstein
Honigsee;11.27;458;24211;10,187224;54,228283;Schleswig-Holstein
Kirchbarkau;2.16;793;24245;10,142365;54,211515;Schleswig-Holstein
Klein Barkau;4.19;271;24245;10,135269;54,222719;Schleswig-Holstein
Kühren;16.81;610;24211;10,258367;54,198376;Schleswig-Holstein
Lehmkuhlen;31.38;1278;24211;10,361157;54,225915;Schleswig-Holstein
Löptin;9.07;275;24250;10,215744;54,175217;Schleswig-Holstein
Nettelsee;6.47;428;24250;10,189086;54,174112;Schleswig-Holstein
Pohnsdorf;24.62;399;24211;10,249321;54,239647;Schleswig-Holstein
Postfeld;8.33;430;24211;10,21641;54,211309;Schleswig-Holstein
Rastorf;20.01;800;24211;10,289064;54,272603;Schleswig-Holstein
Schellhorn;10.45;1513;24211;10,299476;54,227597;Schleswig-Holstein
Wahlstorf;14.83;447;24211;10,294716;54,178083;Schleswig-Holstein
Warnau;3.98;371;24250;10,160154;54,18792;Schleswig-Holstein
Barsbek;8.73;552;24217;10,320134;54,404132;Schleswig-Holstein
Bendfeld;4.41;199;24217;10,419437;54,364157;Schleswig-Holstein
Brodersdorf;3.63;394;24235;10,249254;54,385481;Schleswig-Holstein
Fahren;3.6;131;24253;10,33813;54,349552;Schleswig-Holstein
Fiefbergen;5.8;534;24217;10,34277;54,379311;Schleswig-Holstein
Höhndorf;5.63;453;24217;10,370674;54,372619;Schleswig-Holstein
Köhn;13.15;755;24257;10,455111;54,34444;Schleswig-Holstein
Krokau;4.45;404;24217;10,341593;54,402446;Schleswig-Holstein
Krummbek;5.48;396;24217;10,400709;54,37814;Schleswig-Holstein
Laboe;5.23;5344;24235;10,224323;54,404031;Schleswig-Holstein
Lutterbek;3.23;338;24235;10,276816;54,391952;Schleswig-Holstein
Passade;4.32;346;24253;10,316786;54,366581;Schleswig-Holstein
Prasdorf;4.77;424;24253;10,296264;54,378679;Schleswig-Holstein
Probsteierhagen;14.95;2230;24253;10,288376;54,362604;Schleswig-Holstein
Schönberg (Holstein);11.63;6347;24217;10,372476;54,39239;Schleswig-Holstein
Stakendorf;7.97;470;24217;10,422791;54,388445;Schleswig-Holstein
Stein;3.81;764;24235;10,268846;54,414659;Schleswig-Holstein
Stoltenberg;7.78;320;24256;10,346508;54,344759;Schleswig-Holstein
Wendtorf;5.11;967;24235;10,292376;54,409817;Schleswig-Holstein
Wisch;9.18;701;24217;10,344122;54,411023;Schleswig-Holstein
Dobersdorf;21.91;1077;24232;10,281513;54,31849;Schleswig-Holstein
Lammershagen;26.04;245;24238;10,443923;54,274509;Schleswig-Holstein
Martensrade;19.54;958;24238;10,392528;54,279612;Schleswig-Holstein
Mucheln;14.28;582;24238;10,442687;54,246421;Schleswig-Holstein
Schlesen;8;562;24256;10,328605;54,321544;Schleswig-Holstein
Selent;4.26;1687;24238;10,425868;54,290473;Schleswig-Holstein
Fargau-Pratjau;23.53;837;24256;10,379022;54,318981;Schleswig-Holstein
Heikendorf;14.72;8498;24226;10,207126;54,371303;Schleswig-Holstein
Mönkeberg;2.78;4143;24248;10,187105;54,348118;Schleswig-Holstein
Schönkirchen;15.96;6811;24232;10,223696;54,336531;Schleswig-Holstein
Belau;14.89;390;24601;10,259724;54,097544;Schleswig-Holstein
Großharrie;13.17;476;24625;10,049861;54,119087;Schleswig-Holstein
Rendswühren;19.75;765;24619;10,17974;54,074276;Schleswig-Holstein
Ruhwinkel;13.13;964;24601;10,221823;54,094216;Schleswig-Holstein
Schillsdorf;26.73;850;24637;10,123873;54,116231;Schleswig-Holstein
Stolpe;23.21;1333;24601;10,222608;54,128911;Schleswig-Holstein
Tasdorf;5.1;342;24536;10,031477;54,09572;Schleswig-Holstein
Wankendorf;13.34;2916;24601;10,208038;54,112811;Schleswig-Holstein
Altenholz;19.04;10024;24161;10,120656;54,402998;Schleswig-Holstein
Büdelsdorf;6.48;10456;24782;9,677817;54,315687;Schleswig-Holstein
Eckernförde;21.58;21573;24340;9,837037;54,472791;Schleswig-Holstein
Kronshagen;5.34;11921;24119;10,078987;54,332063;Schleswig-Holstein
Rendsburg;23.75;28977;24768;9,663206;54,306495;Schleswig-Holstein
Wasbek;23.49;2395;24647;9,895541;54,07142;Schleswig-Holstein
Achterwehr;15.66;1042;24239;9,96576;54,313379;Schleswig-Holstein
Bredenbek;12.43;1544;24796;9,871054;54,324946;Schleswig-Holstein
Felde;13.88;2095;24242;9,935699;54,301994;Schleswig-Holstein
Krummwisch;13.91;698;24796;9,897593;54,335159;Schleswig-Holstein
Melsdorf;5.89;1963;24109;10,029817;54,317289;Schleswig-Holstein
Ottendorf;3.55;979;24107;10,044532;54,340275;Schleswig-Holstein
Quarnbek;16.18;1770;24107;9,983912;54,330012;Schleswig-Holstein
Westensee;36.92;1545;24259;9,897116;54,274997;Schleswig-Holstein
Dänischenhagen;15.71;3810;24229;10,129567;54,426044;Schleswig-Holstein
Noer;13.89;878;24214;10,005045;54,461334;Schleswig-Holstein
Schwedeneck;28.55;2868;24229;10,072961;54,471569;Schleswig-Holstein
Strande;13.73;1511;24229;10,170979;54,440909;Schleswig-Holstein
Felm;15.33;1169;24244;10,061496;54,409603;Schleswig-Holstein
Gettorf;9.35;7602;24214;9,973495;54,407632;Schleswig-Holstein
Lindau;25.18;1368;24214;9,904545;54,385276;Schleswig-Holstein
Neudorf-Bornstein;14.17;1063;24214;9,942553;54,435719;Schleswig-Holstein
Neuwittenbek;13.12;1113;24214;10,028294;54,367896;Schleswig-Holstein
Osdorf;19.87;2500;24251;10,015654;54,427956;Schleswig-Holstein
Schinkel;10.21;1015;24214;9,954902;54,355838;Schleswig-Holstein
Tüttendorf;17.74;1235;24214;9,993457;54,392146;Schleswig-Holstein
Böhnhusen;5.29;298;24220;10,068211;54,221123;Schleswig-Holstein
Flintbek;17.57;7334;24220;10,063731;54,23975;Schleswig-Holstein
Schönhorst;3.55;315;24220;10,104166;54,225471;Schleswig-Holstein
Techelsdorf;4.34;146;24220;10,047182;54,214207;Schleswig-Holstein
Alt Duvenstedt;20.42;1870;24791;9,645213;54,359629;Schleswig-Holstein
Fockbek;26.65;6573;24787;9,601589;54,30413;Schleswig-Holstein
Nübbel;14.02;1587;24809;9,621871;54,27262;Schleswig-Holstein
Rickert;5.52;1042;24782;9,665546;54,331224;Schleswig-Holstein
Bargstall;4.62;152;24806;9,46575;54,260388;Schleswig-Holstein
Breiholz;18.51;1391;24797;9,521979;54,206128;Schleswig-Holstein
Christiansholm;8.42;226;24799;9,405402;54,320498;Schleswig-Holstein
Elsdorf-Westermühlen;27.48;1595;24800;9,528745;54,258716;Schleswig-Holstein
Friedrichsgraben;5.38;49;24799;9,419087;54,272305;Schleswig-Holstein
Friedrichsholm;7.13;413;24799;9,427267;54,303024;Schleswig-Holstein
Hamdorf;30.59;1370;24805;9,518657;54,225554;Schleswig-Holstein
Hohn;31.95;2468;24806;9,503416;54,298721;Schleswig-Holstein
Königshügel;6.26;177;24799;9,474274;54,33488;Schleswig-Holstein
Lohe-Föhrden;16.03;442;24806;9,54437;54,334238;Schleswig-Holstein
Prinzenmoor;5.6;157;24805;9,454146;54,217427;Schleswig-Holstein
Sophienhamm;5.92;300;24806;9,461024;54,270234;Schleswig-Holstein
Brinjahe;4.66;102;24816;9,632102;54,168528;Schleswig-Holstein
Embühren;7.45;196;24819;9,591436;54,170602;Schleswig-Holstein
Haale;13.03;505;24819;9,548925;54,174256;Schleswig-Holstein
Hamweddel;9.67;459;24816;9,618873;54,190502;Schleswig-Holstein
Hörsten;8.83;55;24797;9,578749;54,226932;Schleswig-Holstein
Jevenstedt;45.55;3392;24808;9,668849;54,234604;Schleswig-Holstein
Luhnstedt;15.34;385;24816;9,698753;54,167176;Schleswig-Holstein
Schülp b. Rendsburg;10.72;1088;24813;9,629244;54,259318;Schleswig-Holstein
Stafstedt;11.83;364;24816;9,66287;54,170705;Schleswig-Holstein
Westerrönfeld;7.78;4973;24784;9,646005;54,280365;Schleswig-Holstein
Blumenthal;7.8;671;24241;10,003257;54,226064;Schleswig-Holstein
Mielkendorf;7.78;1390;24247;10,040779;54,284565;Schleswig-Holstein
Molfsee;7.18;5094;24113;10,064933;54,263397;Schleswig-Holstein
Rodenbek;7.09;475;24247;10,01972;54,276657;Schleswig-Holstein
Rumohr;8.6;866;24254;10,024676;54,255177;Schleswig-Holstein
Schierensee;9.18;354;24241;9,983332;54,256838;Schleswig-Holstein
Bargstedt;25.35;732;24793;9,769024;54,162433;Schleswig-Holstein
Bokel;15.27;600;24802;9,794093;54,215588;Schleswig-Holstein
Borgdorf-Seedorf;6.63;471;24589;9,878799;54,178086;Schleswig-Holstein
Brammer;13.66;345;24793;9,765228;54,200192;Schleswig-Holstein
Dätgen;10.62;573;24589;9,934284;54,181105;Schleswig-Holstein
Eisendorf;5.5;282;24589;9,869129;54,193403;Schleswig-Holstein
Ellerdorf;10.2;464;24589;9,838495;54,194754;Schleswig-Holstein
Emkendorf;38.96;1356;24802;9,853171;54,26233;Schleswig-Holstein
Gnutz;22.93;1196;24622;9,823515;54,13533;Schleswig-Holstein
Groß Vollstedt;9.02;965;24802;9,867712;54,234713;Schleswig-Holstein
Krogaspe;11.82;434;24644;9,929382;54,131573;Schleswig-Holstein
Langwedel;24.22;1569;24631;9,931599;54,211725;Schleswig-Holstein
Nortorf;12.77;6913;24589;9,855952;54,16723;Schleswig-Holstein
Oldenhütten;4.33;160;24793;9,740452;54,158096;Schleswig-Holstein
Schülp b. Nortorf;9.85;772;24589;9,885618;54,163643;Schleswig-Holstein
Timmaspe;15.36;1058;24644;9,890944;54,140849;Schleswig-Holstein
Warder;8.71;698;24646;9,886518;54,213277;Schleswig-Holstein
Bovenau;26.24;1104;24796;9,829983;54,330579;Schleswig-Holstein
Haßmoor;10.31;264;24790;9,819595;54,291922;Schleswig-Holstein
Ostenfeld (Rendsburg);7.27;609;24790;9,785113;54,31452;Schleswig-Holstein
Osterrönfeld;17.89;5104;24783;9,697439;54,292151;Schleswig-Holstein
Rade b. Rendsburg;6.52;212;24790;9,745224;54,331428;Schleswig-Holstein
Schacht-Audorf;6.52;4872;24783;9,717681;54,313445;Schleswig-Holstein
Schülldorf;12.99;746;24790;9,729268;54,300204;Schleswig-Holstein
Bissee;9.27;165;24582;10,110473;54,190703;Schleswig-Holstein
Bordesholm;10.17;7814;24582;10,026065;54,175613;Schleswig-Holstein
Brügge;7.85;1113;24582;10,071067;54,174356;Schleswig-Holstein
Grevenkrug;4.15;222;24241;10,01044;54,212982;Schleswig-Holstein
Groß Buchwald;8.95;357;24582;10,085963;54,162947;Schleswig-Holstein
Hoffeld;6.62;163;24582;9,986036;54,187049;Schleswig-Holstein
Loop;8.35;192;24644;9,949175;54,147998;Schleswig-Holstein
Mühbrook;5.3;546;24582;10,010108;54,157143;Schleswig-Holstein
Negenharrie;12.44;369;24625;10,075273;54,143594;Schleswig-Holstein
Reesdorf;3.07;157;24241;10,06034;54,190474;Schleswig-Holstein
Schmalstede;4.81;293;24241;10,030205;54,19323;Schleswig-Holstein
Schönbek;6.13;216;24582;9,975522;54,162731;Schleswig-Holstein
Sören;6.5;194;24241;9,998885;54,202744;Schleswig-Holstein
Wattenbek;6.05;2898;24582;10,05469;54,171228;Schleswig-Holstein
Ascheffel;10.39;1026;24358;9,69823;54,430871;Schleswig-Holstein
Borgstedt;9.15;1753;24794;9,710012;54,33299;Schleswig-Holstein
Brekendorf;20.47;984;24811;9,630366;54,420681;Schleswig-Holstein
Bünsdorf;13.24;610;24794;9,742555;54,369536;Schleswig-Holstein
Damendorf;7.48;435;24361;9,735166;54,423496;Schleswig-Holstein
Groß Wittensee;23.6;1322;24361;9,769945;54,404606;Schleswig-Holstein
Haby;5.79;552;24361;9,822077;54,395389;Schleswig-Holstein
Holtsee;21.72;1270;24363;9,854739;54,39873;Schleswig-Holstein
Holzbunge;5.19;351;24361;9,705374;54,377747;Schleswig-Holstein
Hütten;6.91;221;24358;9,718725;54,437083;Schleswig-Holstein
Klein Wittensee;4.3;231;24361;9,733109;54,390399;Schleswig-Holstein
Neu Duvenstedt;5.71;127;24794;9,697639;54,355476;Schleswig-Holstein
Osterby;9.84;1081;24367;9,753799;54,453261;Schleswig-Holstein
Owschlag;39.31;3724;24811;9,598839;54,391387;Schleswig-Holstein
Sehestedt;15.25;831;24814;9,818375;54,366001;Schleswig-Holstein
Ahlefeld-Bistensee;10.04;510;24358;9,698907;54,398725;Schleswig-Holstein
Altenhof;12.13;317;24340;9,875234;54,434745;Schleswig-Holstein
Barkelsby;17.86;1572;24360;9,839569;54,501518;Schleswig-Holstein
Brodersby;9.79;672;24398;9,979854;54,634629;Schleswig-Holstein
Damp;13.81;1513;24351;9,984161;54,578215;Schleswig-Holstein
Dörphof;15.02;744;24398;9,981577;54,606279;Schleswig-Holstein
Fleckeby;12.31;2144;24357;9,696337;54,48232;Schleswig-Holstein
Gammelby;8.34;515;24340;9,793238;54,500342;Schleswig-Holstein
Güby;11.9;748;24357;9,66656;54,48596;Schleswig-Holstein
Holzdorf;17.35;858;24364;9,896959;54,554372;Schleswig-Holstein
Hummelfeld;7.98;283;24357;9,718396;54,461884;Schleswig-Holstein
Karby;2.09;573;24398;9,974822;54,623058;Schleswig-Holstein
Kosel;30;1388;24354;9,754483;54,505335;Schleswig-Holstein
Loose;13.12;848;24366;9,889039;54,519604;Schleswig-Holstein
Goosefeld;9.63;723;24340;9,815036;54,429737;Schleswig-Holstein
Rieseby;38.85;2822;24354;9,812995;54,541709;Schleswig-Holstein
Thumby;27.39;386;24351;9,910273;54,585574;Schleswig-Holstein
Waabs;33.26;1431;24369;9,985937;54,532629;Schleswig-Holstein
Windeby;14.77;1003;24340;9,763299;54,477817;Schleswig-Holstein
Winnemark;9.58;534;24398;9,922134;54,615886;Schleswig-Holstein
Arpsdorf;12.1;291;24634;9,858986;54,039245;Schleswig-Holstein
Aukrug;49.9;3911;24613;9,786793;54,083601;Schleswig-Holstein
Beldorf;11.96;287;25557;9,352138;54,133279;Schleswig-Holstein
Bendorf;20.47;428;25557;9,382283;54,087214;Schleswig-Holstein
Beringstedt;14.29;732;25575;9,534981;54,110562;Schleswig-Holstein
